vehicle_id,customer_id,make,model,manufacture_year,registration_number,vehicle_value
V003473,C002639,Toyota,Fortuner,2013,REG-V-003473,838000.0
V003474,C005371,Honda,Civic,2017,REG-V-003474,872000.0
V003475,C005760,Toyota,Glanza,2012,REG-V-003475,1054000.0
V003476,C007787,Tata,Punch,2019,REG-V-003476,921000.0
V003477,C004698,Mahindra,XUV700,2020,REG-V-003477,1030000.0
V003478,C007938,Tata,Altroz,2020,REG-V-003478,569000.0
V003479,C000717,Tata,Harrier,2024,REG-V-003479,580000.0
V003480,C009248,Volkswagen,Polo,2019,REG-V-003480,656000.0
V003481,C001859,Hyundai,Venue,2015,REG-V-003481,597000.0
V003482,C008402,Hyundai,i10,2016,REG-V-003482,703000.0
V003483,C004988,Tata,Nexon,2015,REG-V-003483,361000.0
V003484,C001055,Kia,Carens,2014,REG-V-003484,717000.0
V003485,C003602,Kia,Seltos,2015,REG-V-003485,734000.0
V003486,C009220,Toyota,Glanza,2017,REG-V-003486,739000.0
V003487,C008385,Mahindra,XUV300,2024,REG-V-003487,2310000.0
V003488,C007280,Mahindra,XUV700,2022,REG-V-003488,1849000.0
V003489,C003806,Hyundai,Venue,2012,REG-V-003489,523000.0
V003490,C005933,Maruti Suzuki,Swift,2023,REG-V-003490,782000.0
V003491,C002342,Tata,Tiago,2020,REG-V-003491,629000.0
V003492,C006517,Hyundai,Venue,2014,REG-V-003492,449000.0
V003493,C002622,Volkswagen,Virtus,2020,REG-V-003493,1066000.0
V003494,C008338,Maruti Suzuki,Swift,2016,REG-V-003494,357000.0
V003495,C007093,Tata,Punch,2018,REG-V-003495,639000.0
V003496,C003869,Hyundai,i10,2015,REG-V-003496,420000.0
V003497,C006640,Maruti Suzuki,Baleno,2022,REG-V-003497,477000.0
V003498,C003235,Volkswagen,Virtus,2016,REG-V-003498,833000.0
V003499,C001549,Mahindra,Scorpio,2018,REG-V-003499,1315000.0
V003500,C002373,Honda,Civic,2012,REG-V-003500,650000.0
V003501,C002718,Honda,Amaze,2022,REG-V-003501,1420000.0
V003502,C002290,Kia,Sonet,2024,REG-V-003502,1056000.0
V003503,C006826,Maruti Suzuki,Dzire,2024,REG-V-003503,729000.0
V003504,C007461,Honda,Civic,2022,REG-V-003504,978000.0
V003505,C004596,Honda,Amaze,2023,REG-V-003505,977000.0
V003506,C009881,Toyota,Innova,2020,REG-V-003506,1063000.0
V003507,C008965,Mahindra,Bolero,2014,REG-V-003507,831000.0
V003508,C000884,Hyundai,Creta,2014,REG-V-003508,449000.0
V003509,C004635,Honda,Amaze,2017,REG-V-003509,780000.0
V003510,C009135,Honda,Civic,2023,REG-V-003510,852000.0
V003511,C002222,Maruti Suzuki,Ertiga,2018,REG-V-003511,506000.0
V003512,C003795,Honda,Civic,2024,REG-V-003512,1382000.0
V003513,C009483,Volkswagen,Polo,2025,REG-V-003513,1474000.0
V003514,C007833,Honda,Civic,2013,REG-V-003514,540000.0
V003515,C008364,Mahindra,Bolero,2024,REG-V-003515,1004000.0
V003516,C008850,Kia,Sonet,2021,REG-V-003516,998000.0
V003517,C001712,Toyota,Innova,2024,REG-V-003517,2393000.0
V003518,C007037,Toyota,Innova,2018,REG-V-003518,1896000.0
V003519,C008089,Kia,Seltos,2016,REG-V-003519,561000.0
V003520,C002289,Honda,Civic,2012,REG-V-003520,434000.0
V003521,C000450,Tata,Altroz,2020,REG-V-003521,739000.0
V003522,C001779,Toyota,Fortuner,2018,REG-V-003522,1127000.0
V003523,C007475,Toyota,Innova,2022,REG-V-003523,2590000.0
V003524,C006981,Toyota,Fortuner,2023,REG-V-003524,1509000.0
V003525,C008972,Tata,Harrier,2013,REG-V-003525,547000.0
V003526,C003151,Toyota,Glanza,2014,REG-V-003526,540000.0
V003527,C006263,Honda,Civic,2022,REG-V-003527,1474000.0
V003528,C000285,Hyundai,Venue,2020,REG-V-003528,770000.0
V003529,C009383,Toyota,Innova,2025,REG-V-003529,1557000.0
V003530,C005580,Kia,Sonet,2017,REG-V-003530,486000.0
V003531,C007548,Kia,Seltos,2014,REG-V-003531,410000.0
V003532,C002830,Mahindra,XUV300,2020,REG-V-003532,1524000.0
V003533,C000833,Hyundai,Venue,2014,REG-V-003533,321000.0
V003534,C000654,Mahindra,Scorpio,2023,REG-V-003534,1079000.0
V003535,C008193,Hyundai,Venue,2020,REG-V-003535,947000.0
V003536,C001509,Kia,Seltos,2012,REG-V-003536,482000.0
V003537,C008288,Mahindra,XUV300,2022,REG-V-003537,1645000.0
V003538,C002664,Kia,Seltos,2013,REG-V-003538,499000.0
V003539,C005450,Mahindra,XUV300,2020,REG-V-003539,1623000.0
V003540,C002633,Maruti Suzuki,Baleno,2017,REG-V-003540,478000.0
V003541,C000517,Hyundai,i20,2020,REG-V-003541,650000.0
V003542,C005459,Maruti Suzuki,Dzire,2024,REG-V-003542,808000.0
V003543,C003680,Tata,Altroz,2013,REG-V-003543,356000.0
V003544,C004381,Volkswagen,Polo,2023,REG-V-003544,861000.0
V003545,C006053,Maruti Suzuki,Swift,2024,REG-V-003545,957000.0
V003546,C003118,Honda,Amaze,2021,REG-V-003546,734000.0
V003547,C005680,Mahindra,XUV300,2025,REG-V-003547,2173000.0
V003548,C006618,Kia,Carens,2019,REG-V-003548,868000.0
V003549,C000906,Tata,Nexon,2018,REG-V-003549,422000.0
V003550,C003504,Toyota,Fortuner,2020,REG-V-003550,1744000.0
V003551,C000909,Honda,Amaze,2012,REG-V-003551,459000.0
V003552,C000065,Kia,Seltos,2018,REG-V-003552,548000.0
V003553,C000526,Toyota,Innova,2016,REG-V-003553,706000.0
V003554,C005964,Maruti Suzuki,Dzire,2017,REG-V-003554,376000.0
V003555,C000863,Mahindra,XUV300,2015,REG-V-003555,468000.0
V003556,C008731,Maruti Suzuki,Baleno,2022,REG-V-003556,400000.0
V003557,C007662,Toyota,Fortuner,2016,REG-V-003557,1276000.0
V003558,C000090,Mahindra,Scorpio,2016,REG-V-003558,494000.0
V003559,C005774,Honda,Civic,2020,REG-V-003559,1093000.0
V003560,C000104,Kia,Carens,2014,REG-V-003560,511000.0
V003561,C001092,Mahindra,Bolero,2025,REG-V-003561,2569000.0
V003562,C009887,Maruti Suzuki,Swift,2025,REG-V-003562,558000.0
V003563,C004595,Hyundai,i20,2013,REG-V-003563,387000.0
V003564,C000291,Tata,Tiago,2018,REG-V-003564,798000.0
V003565,C008551,Mahindra,Scorpio,2021,REG-V-003565,1012000.0
V003566,C009211,Hyundai,i20,2017,REG-V-003566,590000.0
V003567,C005525,Honda,Civic,2017,REG-V-003567,861000.0
V003568,C007110,Maruti Suzuki,Baleno,2016,REG-V-003568,421000.0
V003569,C007874,Hyundai,Creta,2013,REG-V-003569,385000.0
V003570,C007404,Honda,City,2022,REG-V-003570,832000.0
V003571,C004988,Maruti Suzuki,Baleno,2014,REG-V-003571,313000.0
V003572,C008366,Toyota,Innova,2013,REG-V-003572,506000.0
V003573,C005316,Tata,Altroz,2019,REG-V-003573,491000.0
V003574,C002607,Tata,Nexon,2015,REG-V-003574,521000.0
V003575,C000041,Volkswagen,Taigun,2015,REG-V-003575,733000.0
V003576,C003588,Mahindra,XUV300,2020,REG-V-003576,1076000.0
V003577,C000842,Volkswagen,Taigun,2021,REG-V-003577,1356000.0
V003578,C000656,Maruti Suzuki,Baleno,2015,REG-V-003578,342000.0
V003579,C004730,Kia,Carens,2017,REG-V-003579,1013000.0
V003580,C009456,Kia,Seltos,2023,REG-V-003580,1244000.0
V003581,C001059,Volkswagen,Virtus,2022,REG-V-003581,969000.0
V003582,C002735,Toyota,Glanza,2018,REG-V-003582,857000.0
V003583,C008347,Kia,Carens,2025,REG-V-003583,927000.0
V003584,C004035,Mahindra,XUV700,2021,REG-V-003584,1698000.0
V003585,C007654,Toyota,Glanza,2016,REG-V-003585,1278000.0
V003586,C005460,Tata,Nexon,2015,REG-V-003586,639000.0
V003587,C006083,Hyundai,i10,2015,REG-V-003587,378000.0
V003588,C001607,Maruti Suzuki,Ertiga,2013,REG-V-003588,259000.0
V003589,C003525,Kia,Seltos,2020,REG-V-003589,979000.0
V003590,C006263,Kia,Carens,2019,REG-V-003590,1147000.0
V003591,C000283,Honda,Civic,2025,REG-V-003591,1590000.0
V003592,C001892,Tata,Punch,2020,REG-V-003592,577000.0
V003593,C003874,Kia,Seltos,2018,REG-V-003593,625000.0
V003594,C006793,Kia,Sonet,2013,REG-V-003594,506000.0
V003595,C005129,Toyota,Glanza,2024,REG-V-003595,2915000.0
V003596,C007242,Mahindra,XUV700,2015,REG-V-003596,982000.0
V003597,C007324,Honda,Amaze,2025,REG-V-003597,1389000.0
V003598,C000322,Volkswagen,Taigun,2020,REG-V-003598,1339000.0
V003599,C009068,Tata,Tiago,2017,REG-V-003599,444000.0
V003600,C008289,Maruti Suzuki,Brezza,2020,REG-V-003600,336000.0
V003601,C002713,Tata,Punch,2018,REG-V-003601,688000.0
V003602,C004882,Hyundai,Verna,2020,REG-V-003602,583000.0
V003603,C003063,Hyundai,Venue,2025,REG-V-003603,1504000.0
V003604,C009117,Honda,City,2012,REG-V-003604,609000.0
V003605,C003833,Mahindra,XUV300,2012,REG-V-003605,768000.0
V003606,C003975,Toyota,Innova,2013,REG-V-003606,739000.0
V003607,C009163,Hyundai,i20,2014,REG-V-003607,542000.0
V003608,C006045,Toyota,Fortuner,2012,REG-V-003608,870000.0
V003609,C001383,Tata,Altroz,2025,REG-V-003609,1178000.0
V003610,C006306,Honda,Civic,2018,REG-V-003610,839000.0
V003611,C008006,Honda,City,2022,REG-V-003611,1101000.0
V003612,C003374,Toyota,Glanza,2014,REG-V-003612,907000.0
V003613,C005313,Kia,Sonet,2017,REG-V-003613,825000.0
V003614,C006311,Toyota,Glanza,2017,REG-V-003614,1632000.0
V003615,C005136,Mahindra,Scorpio,2019,REG-V-003615,1052000.0
V003616,C009992,Honda,City,2018,REG-V-003616,952000.0
V003617,C005106,Mahindra,Bolero,2015,REG-V-003617,727000.0
V003618,C006478,Maruti Suzuki,Dzire,2013,REG-V-003618,328000.0
V003619,C007999,Volkswagen,Taigun,2019,REG-V-003619,834000.0
V003620,C001370,Toyota,Innova,2013,REG-V-003620,723000.0
V003621,C000457,Tata,Harrier,2025,REG-V-003621,1149000.0
V003622,C009733,Volkswagen,Virtus,2025,REG-V-003622,1269000.0
V003623,C007379,Kia,Seltos,2013,REG-V-003623,415000.0
V003624,C003949,Mahindra,XUV300,2015,REG-V-003624,369000.0
V003625,C000186,Volkswagen,Virtus,2012,REG-V-003625,733000.0
V003626,C001663,Hyundai,Venue,2023,REG-V-003626,1126000.0
V003627,C000098,Maruti Suzuki,Baleno,2018,REG-V-003627,505000.0
V003628,C003979,Maruti Suzuki,Ertiga,2012,REG-V-003628,268000.0
V003629,C005584,Tata,Nexon,2012,REG-V-003629,445000.0
V003630,C001600,Toyota,Glanza,2019,REG-V-003630,1881000.0
V003631,C006448,Hyundai,Creta,2022,REG-V-003631,838000.0
V003632,C009548,Hyundai,i20,2021,REG-V-003632,584000.0
V003633,C009907,Hyundai,i10,2018,REG-V-003633,456000.0
V003634,C008368,Tata,Punch,2020,REG-V-003634,624000.0
V003635,C004456,Kia,Sonet,2024,REG-V-003635,1339000.0
V003636,C005513,Maruti Suzuki,Ertiga,2016,REG-V-003636,271000.0
V003637,C005078,Tata,Punch,2020,REG-V-003637,1016000.0
V003638,C001549,Kia,Carens,2017,REG-V-003638,1094000.0
V003639,C008588,Volkswagen,Polo,2023,REG-V-003639,1732000.0
V003640,C006807,Kia,Seltos,2020,REG-V-003640,655000.0
V003641,C006431,Volkswagen,Taigun,2017,REG-V-003641,559000.0
V003642,C002222,Honda,Civic,2024,REG-V-003642,1181000.0
V003643,C001523,Mahindra,Scorpio,2022,REG-V-003643,2046000.0
V003644,C008782,Toyota,Fortuner,2019,REG-V-003644,2158000.0
V003645,C001788,Honda,City,2013,REG-V-003645,499000.0
V003646,C000761,Toyota,Glanza,2016,REG-V-003646,789000.0
V003647,C006298,Mahindra,XUV700,2014,REG-V-003647,768000.0
V003648,C007093,Tata,Punch,2015,REG-V-003648,582000.0
V003649,C001193,Toyota,Glanza,2019,REG-V-003649,2025000.0
V003650,C002078,Mahindra,XUV300,2020,REG-V-003650,1808000.0
V003651,C007955,Maruti Suzuki,Ertiga,2012,REG-V-003651,327000.0
V003652,C009329,Tata,Altroz,2021,REG-V-003652,1089000.0
V003653,C004802,Maruti Suzuki,Baleno,2013,REG-V-003653,360000.0
V003654,C007983,Toyota,Innova,2025,REG-V-003654,2018000.0
V003655,C003177,Tata,Harrier,2012,REG-V-003655,512000.0
V003656,C007083,Tata,Tiago,2012,REG-V-003656,611000.0
V003657,C005615,Volkswagen,Virtus,2022,REG-V-003657,737000.0
V003658,C008470,Tata,Harrier,2019,REG-V-003658,802000.0
V003659,C007831,Volkswagen,Taigun,2014,REG-V-003659,532000.0
V003660,C002834,Toyota,Innova,2016,REG-V-003660,767000.0
V003661,C001485,Honda,City,2013,REG-V-003661,586000.0
V003662,C008131,Tata,Nexon,2013,REG-V-003662,480000.0
V003663,C000339,Honda,City,2016,REG-V-003663,528000.0
V003664,C006833,Maruti Suzuki,Brezza,2017,REG-V-003664,310000.0
V003665,C004795,Honda,Civic,2012,REG-V-003665,479000.0
V003666,C000773,Tata,Harrier,2025,REG-V-003666,855000.0
V003667,C006920,Honda,Amaze,2013,REG-V-003667,410000.0
V003668,C004864,Mahindra,Scorpio,2012,REG-V-003668,841000.0
V003669,C008636,Volkswagen,Polo,2015,REG-V-003669,552000.0
V003670,C002094,Tata,Nexon,2012,REG-V-003670,568000.0
V003671,C000023,Volkswagen,Taigun,2025,REG-V-003671,1058000.0
V003672,C001307,Kia,Carens,2025,REG-V-003672,1663000.0
V003673,C002698,Honda,Amaze,2012,REG-V-003673,580000.0
V003674,C006559,Mahindra,Scorpio,2017,REG-V-003674,1015000.0
V003675,C003637,Volkswagen,Virtus,2024,REG-V-003675,811000.0
V003676,C001180,Maruti Suzuki,Dzire,2018,REG-V-003676,468000.0
V003677,C009814,Kia,Carens,2012,REG-V-003677,582000.0
V003678,C001085,Kia,Carens,2015,REG-V-003678,674000.0
V003679,C003554,Toyota,Innova,2022,REG-V-003679,1794000.0
V003680,C008815,Kia,Seltos,2024,REG-V-003680,949000.0
V003681,C006562,Kia,Carens,2023,REG-V-003681,890000.0
V003682,C003182,Honda,Amaze,2019,REG-V-003682,684000.0
V003683,C009701,Maruti Suzuki,Baleno,2014,REG-V-003683,252000.0
V003684,C005059,Honda,Amaze,2017,REG-V-003684,655000.0
V003685,C000080,Mahindra,XUV700,2013,REG-V-003685,577000.0
V003686,C000062,Tata,Punch,2020,REG-V-003686,789000.0
V003687,C009430,Maruti Suzuki,Swift,2024,REG-V-003687,464000.0
V003688,C002804,Toyota,Glanza,2016,REG-V-003688,1266000.0
V003689,C008165,Maruti Suzuki,Ertiga,2025,REG-V-003689,665000.0
V003690,C000452,Hyundai,i20,2018,REG-V-003690,599000.0
V003691,C001460,Hyundai,Verna,2017,REG-V-003691,372000.0
V003692,C008611,Mahindra,Scorpio,2022,REG-V-003692,2004000.0
V003693,C009947,Maruti Suzuki,Brezza,2017,REG-V-003693,520000.0
V003694,C000534,Maruti Suzuki,Dzire,2014,REG-V-003694,246000.0
V003695,C001674,Maruti Suzuki,Baleno,2022,REG-V-003695,528000.0
V003696,C007283,Tata,Altroz,2014,REG-V-003696,487000.0
V003697,C005342,Maruti Suzuki,Dzire,2022,REG-V-003697,634000.0
V003698,C004078,Toyota,Glanza,2015,REG-V-003698,1076000.0
V003699,C001954,Honda,Amaze,2020,REG-V-003699,1265000.0
V003700,C009470,Maruti Suzuki,Swift,2020,REG-V-003700,592000.0
V003701,C001722,Toyota,Fortuner,2013,REG-V-003701,1018000.0
V003702,C002664,Mahindra,XUV700,2023,REG-V-003702,1008000.0
V003703,C003224,Tata,Nexon,2016,REG-V-003703,790000.0
V003704,C001390,Hyundai,Verna,2016,REG-V-003704,443000.0
V003705,C005398,Mahindra,XUV700,2013,REG-V-003705,917000.0
V003706,C003405,Honda,Amaze,2021,REG-V-003706,789000.0
V003707,C006123,Tata,Tiago,2013,REG-V-003707,509000.0
V003708,C003686,Volkswagen,Taigun,2020,REG-V-003708,1143000.0
V003709,C001159,Maruti Suzuki,Ertiga,2022,REG-V-003709,698000.0
V003710,C008778,Kia,Seltos,2019,REG-V-003710,699000.0
V003711,C005129,Kia,Sonet,2024,REG-V-003711,1644000.0
V003712,C003201,Maruti Suzuki,Swift,2025,REG-V-003712,527000.0
V003713,C000172,Kia,Sonet,2023,REG-V-003713,784000.0
V003714,C006017,Mahindra,Scorpio,2018,REG-V-003714,1350000.0
V003715,C007902,Kia,Seltos,2014,REG-V-003715,591000.0
V003716,C006539,Mahindra,Bolero,2021,REG-V-003716,983000.0
V003717,C007947,Kia,Seltos,2012,REG-V-003717,534000.0
V003718,C001541,Maruti Suzuki,Dzire,2014,REG-V-003718,312000.0
V003719,C009712,Tata,Harrier,2015,REG-V-003719,617000.0
V003720,C002123,Kia,Sonet,2017,REG-V-003720,649000.0
V003721,C002675,Mahindra,XUV700,2023,REG-V-003721,1539000.0
V003722,C005153,Kia,Sonet,2016,REG-V-003722,817000.0
V003723,C000055,Hyundai,Creta,2017,REG-V-003723,552000.0
V003724,C004446,Honda,Civic,2015,REG-V-003724,668000.0
V003725,C001967,Tata,Altroz,2025,REG-V-003725,1351000.0
V003726,C007552,Toyota,Innova,2013,REG-V-003726,811000.0
V003727,C007642,Kia,Sonet,2024,REG-V-003727,1627000.0
V003728,C006208,Honda,City,2019,REG-V-003728,789000.0
V003729,C004232,Kia,Sonet,2021,REG-V-003729,715000.0
V003730,C003090,Mahindra,XUV300,2023,REG-V-003730,842000.0
V003731,C008326,Mahindra,XUV700,2018,REG-V-003731,902000.0
V003732,C005109,Kia,Sonet,2018,REG-V-003732,775000.0
V003733,C005011,Kia,Seltos,2016,REG-V-003733,808000.0
V003734,C001125,Toyota,Innova,2014,REG-V-003734,1104000.0
V003735,C002205,Tata,Nexon,2018,REG-V-003735,807000.0
V003736,C003610,Kia,Sonet,2024,REG-V-003736,1742000.0
V003737,C007031,Volkswagen,Taigun,2015,REG-V-003737,756000.0
V003738,C008497,Volkswagen,Polo,2023,REG-V-003738,948000.0
V003739,C009933,Tata,Altroz,2023,REG-V-003739,1464000.0
V003740,C004300,Mahindra,Scorpio,2022,REG-V-003740,1087000.0
V003741,C004553,Maruti Suzuki,Swift,2021,REG-V-003741,571000.0
V003742,C007725,Tata,Tiago,2021,REG-V-003742,622000.0
V003743,C003195,Tata,Punch,2012,REG-V-003743,549000.0
V003744,C005442,Tata,Punch,2017,REG-V-003744,350000.0
V003745,C006818,Mahindra,Bolero,2021,REG-V-003745,1581000.0
V003746,C002387,Maruti Suzuki,Swift,2023,REG-V-003746,501000.0
V003747,C002792,Kia,Carens,2013,REG-V-003747,360000.0
V003748,C003565,Mahindra,XUV700,2015,REG-V-003748,526000.0
V003749,C005822,Kia,Seltos,2019,REG-V-003749,1279000.0
V003750,C002708,Tata,Punch,2015,REG-V-003750,676000.0
V003751,C002091,Kia,Sonet,2019,REG-V-003751,1092000.0
V003752,C001486,Toyota,Innova,2023,REG-V-003752,3081000.0
V003753,C008146,Honda,City,2017,REG-V-003753,545000.0
V003754,C008917,Honda,City,2014,REG-V-003754,366000.0
V003755,C009095,Mahindra,Bolero,2019,REG-V-003755,1531000.0
V003756,C008270,Maruti Suzuki,Ertiga,2022,REG-V-003756,582000.0
V003757,C001377,Volkswagen,Virtus,2024,REG-V-003757,813000.0
V003758,C000988,Mahindra,XUV300,2017,REG-V-003758,627000.0
V003759,C005041,Honda,City,2013,REG-V-003759,401000.0
V003760,C005252,Toyota,Fortuner,2017,REG-V-003760,1548000.0
V003761,C007386,Tata,Altroz,2022,REG-V-003761,514000.0
V003762,C002252,Tata,Harrier,2012,REG-V-003762,415000.0
V003763,C009345,Tata,Harrier,2021,REG-V-003763,506000.0
V003764,C003087,Kia,Seltos,2023,REG-V-003764,982000.0
V003765,C005823,Volkswagen,Virtus,2012,REG-V-003765,667000.0
V003766,C008678,Kia,Carens,2019,REG-V-003766,619000.0
V003767,C005272,Maruti Suzuki,Dzire,2018,REG-V-003767,368000.0
V003768,C007603,Kia,Seltos,2014,REG-V-003768,541000.0
V003769,C007552,Tata,Altroz,2018,REG-V-003769,497000.0
V003770,C007963,Toyota,Fortuner,2024,REG-V-003770,3086000.0
V003771,C008157,Hyundai,Verna,2020,REG-V-003771,609000.0
V003772,C003942,Maruti Suzuki,Dzire,2020,REG-V-003772,649000.0
V003773,C003642,Toyota,Fortuner,2025,REG-V-003773,3307000.0
V003774,C008094,Tata,Tiago,2017,REG-V-003774,858000.0
V003775,C005841,Kia,Sonet,2022,REG-V-003775,829000.0
V003776,C006120,Toyota,Glanza,2015,REG-V-003776,1475000.0
V003777,C004136,Tata,Altroz,2023,REG-V-003777,1023000.0
V003778,C002025,Honda,Amaze,2013,REG-V-003778,589000.0
V003779,C004594,Kia,Seltos,2016,REG-V-003779,645000.0
V003780,C009694,Honda,Civic,2020,REG-V-003780,881000.0
V003781,C002892,Kia,Carens,2019,REG-V-003781,1320000.0
V003782,C002720,Kia,Carens,2019,REG-V-003782,795000.0
V003783,C001312,Tata,Tiago,2012,REG-V-003783,599000.0
V003784,C004847,Maruti Suzuki,Baleno,2013,REG-V-003784,344000.0
V003785,C002872,Mahindra,XUV300,2025,REG-V-003785,2256000.0
V003786,C006907,Mahindra,XUV700,2013,REG-V-003786,563000.0
V003787,C001356,Toyota,Fortuner,2023,REG-V-003787,2028000.0
V003788,C002494,Volkswagen,Virtus,2012,REG-V-003788,424000.0
V003789,C000641,Hyundai,i10,2025,REG-V-003789,1450000.0
V003790,C000433,Volkswagen,Virtus,2014,REG-V-003790,604000.0
V003791,C008187,Kia,Sonet,2020,REG-V-003791,1321000.0
V003792,C009108,Mahindra,Scorpio,2015,REG-V-003792,731000.0
V003793,C007707,Tata,Punch,2016,REG-V-003793,427000.0
V003794,C008688,Honda,Civic,2016,REG-V-003794,528000.0
V003795,C000879,Kia,Seltos,2021,REG-V-003795,1218000.0
V003796,C009032,Toyota,Glanza,2024,REG-V-003796,1972000.0
V003797,C004697,Tata,Altroz,2018,REG-V-003797,649000.0
V003798,C007755,Volkswagen,Polo,2022,REG-V-003798,1610000.0
V003799,C006208,Toyota,Glanza,2024,REG-V-003799,1515000.0
V003800,C003501,Maruti Suzuki,Baleno,2016,REG-V-003800,410000.0
V003801,C002659,Toyota,Glanza,2022,REG-V-003801,1847000.0
V003802,C001179,Hyundai,Creta,2017,REG-V-003802,667000.0
V003803,C004141,Hyundai,Creta,2015,REG-V-003803,489000.0
V003804,C004984,Hyundai,i10,2013,REG-V-003804,456000.0
V003805,C009827,Kia,Sonet,2022,REG-V-003805,1515000.0
V003806,C000382,Toyota,Glanza,2014,REG-V-003806,611000.0
V003807,C005945,Honda,Civic,2013,REG-V-003807,407000.0
V003808,C005288,Mahindra,XUV700,2022,REG-V-003808,1380000.0
V003809,C000243,Hyundai,Verna,2025,REG-V-003809,700000.0
V003810,C003282,Kia,Carens,2020,REG-V-003810,898000.0
V003811,C004244,Volkswagen,Virtus,2015,REG-V-003811,802000.0
V003812,C004986,Tata,Tiago,2020,REG-V-003812,1083000.0
V003813,C002357,Tata,Punch,2024,REG-V-003813,1375000.0
V003814,C000348,Tata,Punch,2015,REG-V-003814,711000.0
V003815,C002925,Maruti Suzuki,Ertiga,2016,REG-V-003815,253000.0
V003816,C008400,Volkswagen,Polo,2017,REG-V-003816,658000.0
V003817,C008132,Hyundai,i10,2021,REG-V-003817,996000.0
V003818,C001806,Hyundai,i10,2020,REG-V-003818,982000.0
V003819,C006506,Tata,Tiago,2014,REG-V-003819,316000.0
V003820,C009269,Kia,Sonet,2023,REG-V-003820,1323000.0
V003821,C001720,Kia,Sonet,2023,REG-V-003821,1637000.0
V003822,C001286,Tata,Punch,2018,REG-V-003822,879000.0
V003823,C000234,Kia,Sonet,2025,REG-V-003823,977000.0
V003824,C001722,Toyota,Innova,2013,REG-V-003824,1287000.0
V003825,C008185,Tata,Altroz,2019,REG-V-003825,810000.0
V003826,C008185,Hyundai,Verna,2022,REG-V-003826,966000.0
V003827,C005441,Hyundai,Venue,2022,REG-V-003827,582000.0
V003828,C003319,Kia,Carens,2020,REG-V-003828,1015000.0
V003829,C008121,Honda,Amaze,2020,REG-V-003829,712000.0
V003830,C001960,Tata,Punch,2025,REG-V-003830,1547000.0
V003831,C001400,Honda,Civic,2020,REG-V-003831,646000.0
V003832,C000903,Kia,Sonet,2020,REG-V-003832,935000.0
V003833,C008561,Maruti Suzuki,Baleno,2013,REG-V-003833,213000.0
V003834,C007201,Hyundai,i20,2013,REG-V-003834,283000.0
V003835,C006288,Maruti Suzuki,Ertiga,2018,REG-V-003835,408000.0
V003836,C007331,Volkswagen,Polo,2013,REG-V-003836,408000.0
V003837,C001426,Maruti Suzuki,Ertiga,2025,REG-V-003837,848000.0
V003838,C003855,Tata,Nexon,2014,REG-V-003838,528000.0
V003839,C008187,Hyundai,Verna,2025,REG-V-003839,1454000.0
V003840,C009205,Hyundai,i10,2019,REG-V-003840,552000.0
V003841,C005164,Maruti Suzuki,Dzire,2014,REG-V-003841,368000.0
V003842,C001221,Honda,Amaze,2016,REG-V-003842,804000.0
V003843,C009786,Toyota,Glanza,2018,REG-V-003843,940000.0
V003844,C003967,Mahindra,XUV700,2013,REG-V-003844,890000.0
V003845,C003174,Toyota,Fortuner,2024,REG-V-003845,2263000.0
V003846,C001194,Volkswagen,Virtus,2020,REG-V-003846,1405000.0
V003847,C000129,Mahindra,Bolero,2012,REG-V-003847,865000.0
V003848,C006081,Tata,Punch,2016,REG-V-003848,554000.0
V003849,C006169,Honda,City,2024,REG-V-003849,1633000.0
V003850,C002365,Volkswagen,Taigun,2024,REG-V-003850,1229000.0
